ensembl_gene_id	chromosome_name	mgi_symbol	description	logFC	logCPM	LR	PValue	FDR
ENSMUSG00000039967	4	Zfp292	zinc finger protein 292 [Source:MGI Symbol;Acc:MGI:1353423]	0.00367679735799475	5.0309029167235	0.000502821587139657	0.982109988302296	0.994786487286008
ENSMUSG00000020335	11	Zfp354b	zinc finger protein 354B [Source:MGI Symbol;Acc:MGI:1351476]	0.00848463221089304	1.72887022316856	0.00049719871630205	0.982210281598154	0.994816340443383
ENSMUSG00000012428	5	Steap4	STEAP family member 4 [Source:MGI Symbol;Acc:MGI:1923560]	0.00585337653744132	4.91678368919715	0.000484443775711441	0.982439912016743	0.994951231259048
ENSMUSG00000039706	5	Ldb2	LIM domain binding 2 [Source:MGI Symbol;Acc:MGI:894670]	-0.0038223657246211	5.30137147078084	0.000481952022187038	0.982485123428081	0.994951231259048
ENSMUSG00000018761	11	Mpdu1	mannose-P-dolichol utilization defect 1 [Source:MGI Symbol;Acc:MGI:1346040]	-0.00306028516063535	5.93062068867367	0.000464538565564609	0.982804400345474	0.995202812258714
ENSMUSG00000021962	14	Dcp1a	decapping mRNA 1A [Source:MGI Symbol;Acc:MGI:1923151]	0.00326500694951155	5.11298103897078	0.000460581217923028	0.982877789322319	0.995205385036446
ENSMUSG00000042115	1	Klhdc8a	kelch domain containing 8A [Source:MGI Symbol;Acc:MGI:2442630]	-0.00911302523964319	1.34437188249789	0.000452650840799151	0.983025813709508	0.995271008341175
ENSMUSG00000071657	19	Bscl2	Berardinelli-Seip congenital lipodystrophy 2 (seipin) [Source:MGI Symbol;Acc:MGI:1298392]	0.00292732608360776	5.59295457292466	0.00044506993886495	0.983168532680935	0.995271008341175
ENSMUSG00000054676	7	1600014C10Rik	RIKEN cDNA 1600014C10 gene [Source:MGI Symbol;Acc:MGI:1919494]	-0.0116611030408544	0.877267520205636	0.000444143390565088	0.983186059118855	0.995271008341175
ENSMUSG00000025810	8	Nrp1	neuropilin 1 [Source:MGI Symbol;Acc:MGI:106206]	0.002903532454092	7.27076255687945	0.00044203489130723	0.983226011443759	0.995271008341175
ENSMUSG00000024826	19	Dpf2	D4, zinc and double PHD fingers family 2 [Source:MGI Symbol;Acc:MGI:109529]	0.00272185697244953	6.00390716929165	0.000436280814997136	0.983335528642068	0.99529350593234
ENSMUSG00000004565	8	Pnpla6	patatin-like phospholipase domain containing 6 [Source:MGI Symbol;Acc:MGI:1354723]	0.00365355052468049	4.34629880936077	0.000430813521410833	0.983440258930543	0.99529350593234
ENSMUSG00000024878	19	Cbwd1	COBW domain containing 1 [Source:MGI Symbol;Acc:MGI:2385089]	-0.00399007545805101	3.89058015959991	0.000420986124204492	0.983630195938071	0.99529350593234
ENSMUSG00000087107	11	AI662270	expressed sequence AI662270 [Source:MGI Symbol;Acc:MGI:2144254]	-0.00583372761682858	2.75233546371676	0.000417575792080349	0.983696625903226	0.99529350593234
ENSMUSG00000031146	X	Plp2	proteolipid protein 2 [Source:MGI Symbol;Acc:MGI:1298382]	-0.0027480228031395	6.25582309546377	0.000411984126326814	0.983806136157068	0.99529350593234
ENSMUSG00000035104	6	Eva1a	eva-1 homolog A (C. elegans) [Source:MGI Symbol;Acc:MGI:2385247]	0.00986959954261783	1.47101978036084	0.00041053294897786	0.983834678127948	0.99529350593234
ENSMUSG00000041707	14	1810011H11Rik	RIKEN cDNA 1810011H11 gene [Source:MGI Symbol;Acc:MGI:1916319]	-0.010771629299538	0.880198473848848	0.000408716537659615	0.98387047478674	0.99529350593234
ENSMUSG00000042099	17	Kank3	KN motif and ankyrin repeat domains 3 [Source:MGI Symbol;Acc:MGI:1098615]	-0.00576195570407787	2.90494016205064	0.000404438346208291	0.983955102354225	0.99529350593234
ENSMUSG00000048222	2	Mfap1b	microfibrillar-associated protein 1B [Source:MGI Symbol;Acc:MGI:3694697]	0.00407855828054665	4.94052285421592	0.000403051195405624	0.983982637842134	0.99529350593234
ENSMUSG00000097481	6	D330020A13Rik	RIKEN cDNA D330020A13 gene [Source:MGI Symbol;Acc:MGI:3642762]	0.00799991802063649	1.61365245838746	0.000402948379616408	0.983984680661476	0.99529350593234
ENSMUSG00000089872	1	Rps6kc1	ribosomal protein S6 kinase polypeptide 1 [Source:MGI Symbol;Acc:MGI:2443419]	0.00329648811813342	4.82044800574889	0.000400789434751303	0.984027636533661	0.99529350593234
ENSMUSG00000034781	10	Gna11	guanine nucleotide binding protein, alpha 11 [Source:MGI Symbol;Acc:MGI:95766]	-0.0024772081345706	6.87949582211143	0.000384666246180387	0.984352164971202	0.995357840525396
ENSMUSG00000024941	19	Scyl1	SCY1-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1931787]	0.00245296416241085	6.46402332623033	0.00038117177022734	0.98442339393724	0.995357840525396
ENSMUSG00000027947	3	Il6ra	interleukin 6 receptor, alpha [Source:MGI Symbol;Acc:MGI:105304]	0.00468071275261674	3.37931433334785	0.000380455130943869	0.984438041720069	0.995357840525396
ENSMUSG00000068040	2	Tm9sf4	transmembrane 9 superfamily protein member 4 [Source:MGI Symbol;Acc:MGI:2139220]	0.00238181582087007	6.28789064156019	0.000380077416027191	0.984445767596139	0.995357840525396
ENSMUSG00000049285	5	Mblac1	metallo-beta-lactamase domain containing 1 [Source:MGI Symbol;Acc:MGI:2679717]	-0.00626823439972801	2.86410180227834	0.000378261105119293	0.984482972627252	0.995357840525396
ENSMUSG00000004788	12	Eif2b2	eukaryotic translation initiation factor 2B, subunit 2 beta [Source:MGI Symbol;Acc:MGI:2145118]	0.00288230151757157	5.34029232529879	0.000375946586111731	0.984530512603587	0.995357840525396
ENSMUSG00000040044	4	Orc3	origin recognition complex, subunit 3 [Source:MGI Symbol;Acc:MGI:1354944]	-0.00233021006401878	6.05942494463884	0.000370648133680707	0.984639896482651	0.995357840525396
ENSMUSG00000022807	16	Osbpl11	oxysterol binding protein-like 11 [Source:MGI Symbol;Acc:MGI:2146553]	0.00284845640042748	5.12474509285702	0.000367172893843026	0.984712066270453	0.995357840525396
ENSMUSG00000073412	17	Lst1	leukocyte specific transcript 1 [Source:MGI Symbol;Acc:MGI:1096324]	0.00577764595447682	2.85995396403993	0.000364041517072256	0.984777388293038	0.995357840525396
ENSMUSG00000038866	1	Zcchc2	zinc finger, CCHC domain containing 2 [Source:MGI Symbol;Acc:MGI:2444114]	-0.00329393434860809	4.43571814352306	0.000362968623899063	0.984799833958992	0.995357840525396
ENSMUSG00000041215	16	Yeats2	YEATS domain containing 2 [Source:MGI Symbol;Acc:MGI:2447762]	0.00269903178082302	5.76519337683699	0.000351624407008977	0.985039224119812	0.99552816614224
ENSMUSG00000041747	13	Utp15	UTP15 small subunit processome component [Source:MGI Symbol;Acc:MGI:2145443]	-0.0031649691286641	4.62712906982272	0.000348225958629156	0.98511168914367	0.995529776791448
ENSMUSG00000040254	5	Sema3d	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D [Source:MGI Symbol;Acc:MGI:1860118]	-0.00616517288836021	4.44625716402198	0.000335915328729897	0.985377196001276	0.995666107026286
ENSMUSG00000025880	18	Smad7	SMAD family member 7 [Source:MGI Symbol;Acc:MGI:1100518]	0.00571603366324823	2.57248111148364	0.000335402786764138	0.985388354800273	0.995666107026286
ENSMUSG00000052911	9	Lamb2	laminin, beta 2 [Source:MGI Symbol;Acc:MGI:99916]	0.00251597375174853	7.15765070586722	0.000322448777168916	0.985673269564197	0.995877902251628
ENSMUSG00000059811	17	Atl2	atlastin GTPase 2 [Source:MGI Symbol;Acc:MGI:1929492]	0.00277427643935528	4.84897820388391	0.000318363803205379	0.985764298920782	0.995877902251628
ENSMUSG00000027428	2	Rbbp9	retinoblastoma binding protein 9 [Source:MGI Symbol;Acc:MGI:1347074]	0.00247312266074473	5.31846830195719	0.000314980053607528	0.985840145550085	0.995877902251628
ENSMUSG00000048581	3	E130311K13Rik	RIKEN cDNA E130311K13 gene [Source:MGI Symbol;Acc:MGI:3607716]	-0.00497480050619056	2.85338669904906	0.00030854012171222	0.985985630871398	0.995877902251628
ENSMUSG00000061669	13	Rpl34-ps2	ribosomal protein L34, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3648994]	-0.0117066781739402	0.488085198353544	0.000300977833485483	0.986158424298749	0.995877902251628
ENSMUSG00000097974	7	Gm10605	predicted gene 10605 [Source:MGI Symbol;Acc:MGI:3642596]	-0.00842788941280405	1.07098791102501	0.000300239995036256	0.986175399120656	0.995877902251628
ENSMUSG00000020513	11	Tubd1	tubulin, delta 1 [Source:MGI Symbol;Acc:MGI:1891826]	-0.00408313412405364	3.32164630645034	0.000300083676627594	0.986178998082804	0.995877902251628
ENSMUSG00000021222	12	Dcaf4	DDB1 and CUL4 associated factor 4 [Source:MGI Symbol;Acc:MGI:1921078]	-0.00305238413497195	4.52728816386668	0.000299029730130851	0.986203287899047	0.995877902251628
ENSMUSG00000050379	X	Sept6	septin 6 [Source:MGI Symbol;Acc:MGI:1888939]	-0.00302676106388162	5.70786145635874	0.000297612016777471	0.986236028918801	0.995877902251628
ENSMUSG00000008822	12	Acyp1	acylphosphatase 1, erythrocyte (common) type [Source:MGI Symbol;Acc:MGI:1913454]	0.00366398027931468	3.90691829941365	0.000283529862839416	0.986565579329414	0.996074537348144
ENSMUSG00000020680	11	Taf15	TATA-box binding protein associated factor 15 [Source:MGI Symbol;Acc:MGI:1917689]	0.00227219395023145	6.05219453992907	0.000283234396750487	0.986572580488697	0.996074537348144
ENSMUSG00000040322	3	Slc25a24	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24 [Source:MGI Symbol;Acc:MGI:1917160]	0.00239401206993767	5.80895151127339	0.00027710990557317	0.986718533562233	0.996122089025097
ENSMUSG00000084319	6	Tpt1-ps3	tumor protein, translationally-controlled, pseudogene 3 [Source:MGI Symbol;Acc:MGI:2664997]	0.00392516694442066	5.66099362155805	0.000275319471212399	0.986761505573021	0.996122089025097
ENSMUSG00000020156	10	Mum1	melanoma associated antigen (mutated) 1 [Source:MGI Symbol;Acc:MGI:1915364]	-0.00213059616840252	5.71993675064056	0.000271221341502592	0.986860393478342	0.996150326759864
ENSMUSG00000071984	17	Fndc1	fibronectin type III domain containing 1 [Source:MGI Symbol;Acc:MGI:1915905]	0.00300882701578606	6.67470793246016	0.000260176219612163	0.987130696912441	0.996293571629678
ENSMUSG00000009246	7	Trpm5	transient receptor potential cation channel, subfamily M, member 5 [Source:MGI Symbol;Acc:MGI:1861718]	0.00447691449223752	2.70826861793502	0.000257900899838237	0.987187088600655	0.996293571629678
ENSMUSG00000053333	1	Dis3l2	DIS3 like 3'-5' exoribonuclease 2 [Source:MGI Symbol;Acc:MGI:2442555]	0.00436420013502134	3.39460068098512	0.00025214195325951	0.987330940740203	0.996293571629678
ENSMUSG00000021773	14	Comtd1	catechol-O-methyltransferase domain containing 1 [Source:MGI Symbol;Acc:MGI:1916406]	-0.00530513290025597	2.15469136538999	0.000250121960811089	0.987381786549795	0.996293571629678
ENSMUSG00000089998	3	Phtf1os	putative homeodomain transcription factor 1, opposite strand [Source:MGI Symbol;Acc:MGI:3698050]	0.0101154337798717	0.882702705113851	0.000248542998608769	0.987421674229521	0.996293571629678
ENSMUSG00000047045	X	Tmem164	transmembrane protein 164 [Source:MGI Symbol;Acc:MGI:2148020]	0.00231503472135832	5.664861445819	0.000248298708569461	0.987427856782828	0.996293571629678
ENSMUSG00000041695	11	Kcnj2	potassium inwardly-rectifying channel, subfamily J, member 2 [Source:MGI Symbol;Acc:MGI:104744]	-0.00575593330620171	2.76686884264795	0.000244663395316813	0.98752022223618	0.996315202309246
ENSMUSG00000026970	2	Rbms1	RNA binding motif, single stranded interacting protein 1 [Source:MGI Symbol;Acc:MGI:1861774]	0.00221931323020057	7.14481083109549	0.000233159718916909	0.987817120556846	0.996480084881381
ENSMUSG00000023000	15	Dhh	desert hedgehog [Source:MGI Symbol;Acc:MGI:94891]	-0.00172508590642226	8.3239655474804	0.000232838023292103	0.987825527299297	0.996480084881381
ENSMUSG00000038146	17	Notch3	notch 3 [Source:MGI Symbol;Acc:MGI:99460]	-0.0065240161663701	2.70821220783209	0.000224302923871988	0.988050732223286	0.996585427614562
ENSMUSG00000054404	11	Slfn5	schlafen 5 [Source:MGI Symbol;Acc:MGI:1329004]	-0.00549903629533014	3.06059628106347	0.000223025794008791	0.988084796455776	0.996585427614562
ENSMUSG00000001424	6	Snd1	staphylococcal nuclease and tudor domain containing 1 [Source:MGI Symbol;Acc:MGI:1929266]	0.00183376852131841	6.90989724833665	0.000220859729118672	0.988142794604942	0.996585427614562
ENSMUSG00000079429	1	Mroh2a	maestro heat-like repeat family member 2A [Source:MGI Symbol;Acc:MGI:3705228]	0.00405271634076064	3.32603398201928	0.000211544044889322	0.988395534232909	0.996639385781489
ENSMUSG00000080727	3	C920021L13Rik	RIKEN cDNA C920021L13 gene [Source:MGI Symbol;Acc:MGI:1923991]	0.0066326929294543	1.79412452604439	0.000211371209193345	0.988400275407226	0.996639385781489
ENSMUSG00000091562	16	Gm9581	predicted gene 9581 [Source:MGI Symbol;Acc:MGI:3779989]	-0.00911360361123298	1.21252355456989	0.000211048004087999	0.988409146673448	0.996639385781489
ENSMUSG00000032842	17	Abcc10	ATP-binding cassette, sub-family C (CFTR/MRP), member 10 [Source:MGI Symbol;Acc:MGI:2386976]	0.00390971473300824	3.25844686535846	0.000207956134017362	0.98849435746636	0.996653763948461
ENSMUSG00000026492	1	Tfb2m	transcription factor B2, mitochondrial [Source:MGI Symbol;Acc:MGI:107937]	0.00311762092692689	3.96974021275706	0.000204256063455421	0.988597167208532	0.996653890603205
ENSMUSG00000025486	7	Sirt3	sirtuin 3 [Source:MGI Symbol;Acc:MGI:1927665]	0.0023135775287557	4.56613594695329	0.000202853358523436	0.988636385823667	0.996653890603205
ENSMUSG00000060244	1	Alyref2	Aly/REF export factor 2 [Source:MGI Symbol;Acc:MGI:1913144]	0.00458089385409032	2.40340871228637	0.000197764012780155	0.988779831478384	0.996699691861713
ENSMUSG00000001761	6	Smo	smoothened, frizzled class receptor [Source:MGI Symbol;Acc:MGI:108075]	-0.0016324587577818	7.12993453795967	0.000195204000956295	0.98885268458441	0.996699691861713
ENSMUSG00000054280	5	Prr14l	proline rich 14-like [Source:MGI Symbol;Acc:MGI:2443658]	-0.00705284240566	2.42438909055292	0.000193735799619787	0.988894682528418	0.996699691861713
ENSMUSG00000030612	7	Mrpl46	mitochondrial ribosomal protein L46 [Source:MGI Symbol;Acc:MGI:1914558]	-0.003070530345582	4.40376406085282	0.000189911719901126	0.989004823662545	0.996739184817605
ENSMUSG00000026274	1	Pask	PAS domain containing serine/threonine kinase [Source:MGI Symbol;Acc:MGI:2155936]	0.006638721001342	2.41771417366113	0.000183316915626008	0.989197405766203	0.996832359918189
ENSMUSG00000025917	1	Cops5	COP9 signalosome subunit 5 [Source:MGI Symbol;Acc:MGI:1349415]	-0.00172813346913061	6.91320571658477	0.000181900969465687	0.989239203905429	0.996832359918189
ENSMUSG00000052406	2	Rexo4	REX4, 3'-5' exonuclease [Source:MGI Symbol;Acc:MGI:2684957]	0.00186990672832832	5.33192352779693	0.000169396796635635	0.989615624186874	0.997140138652394
ENSMUSG00000020400	11	Tnip1	TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194]	-0.00197402736004445	4.8892651161356	0.000159962893027332	0.989908909336461	0.997330938179778
ENSMUSG00000024604	18	Rbm22	RNA binding motif protein 22 [Source:MGI Symbol;Acc:MGI:1914060]	-0.00192412399892278	5.71691267106604	0.000155989404831303	0.990035022527609	0.997330938179778
ENSMUSG00000018377	11	Vezf1	vascular endothelial zinc finger 1 [Source:MGI Symbol;Acc:MGI:1313291]	0.00153589153320133	6.34558438630238	0.000155856298293955	0.990039274796497	0.997330938179778
ENSMUSG00000042359	2	Osbpl6	oxysterol binding protein-like 6 [Source:MGI Symbol;Acc:MGI:2139014]	-0.00410503996693975	3.03843056049061	0.000150321273261866	0.990217735445661	0.997330938179778
ENSMUSG00000037661	3	Gpr160	G protein-coupled receptor 160 [Source:MGI Symbol;Acc:MGI:1919112]	-0.00456477968213522	2.12072418146685	0.0001480310626647	0.99029253630174	0.997330938179778
ENSMUSG00000048772	4	Tmem53	transmembrane protein 53 [Source:MGI Symbol;Acc:MGI:1916027]	-0.00306676432746485	3.27048571371414	0.000145697984597071	0.990369334745674	0.997330938179778
ENSMUSG00000022750	16	Klhl22	kelch-like 22 [Source:MGI Symbol;Acc:MGI:1337995]	-0.00154903812468612	5.81402829719951	0.000145096667306222	0.990389227925469	0.997330938179778
ENSMUSG00000026869	2	Psmd5	proteasome (prosome, macropain) 26S subunit, non-ATPase, 5 [Source:MGI Symbol;Acc:MGI:1914248]	0.00163790938597398	5.83417604251414	0.000143665463191667	0.990436742462594	0.997330938179778
ENSMUSG00000030538	7	Cib1	calcium and integrin binding 1 (calmyrin) [Source:MGI Symbol;Acc:MGI:1344418]	-0.00218617468804554	5.43264102549092	0.000143448079940711	0.990443980039005	0.997330938179778
ENSMUSG00000066838	7	Zfp772	zinc finger protein 772 [Source:MGI Symbol;Acc:MGI:2385265]	0.00326077699629397	3.08954647878384	0.000141023504615312	0.990525078825677	0.997341106893003
ENSMUSG00000082179	4	Gm11407	predicted gene 11407 [Source:MGI Symbol;Acc:MGI:3651131]	-0.00177338260232769	8.27517908907003	0.000137188659159904	0.990654786293986	0.997376793227243
ENSMUSG00000058748	8	Zfp958	zinc finger protein 958 [Source:MGI Symbol;Acc:MGI:2385298]	0.00281324028397583	3.5900730800281	0.000135137431811483	0.990724910466363	0.997376793227243
ENSMUSG00000017716	11	Birc5	baculoviral IAP repeat-containing 5 [Source:MGI Symbol;Acc:MGI:1203517]	0.00260992934221644	5.91494456189651	0.000132741916848644	0.9908074818556	0.997376793227243
ENSMUSG00000026755	2	Arpc5l	actin related protein 2/3 complex, subunit 5-like [Source:MGI Symbol;Acc:MGI:1921442]	0.00136307308061431	6.36734559233237	0.000130024139634699	0.990902068880125	0.997376793227243
ENSMUSG00000086784	7	Isoc2a	isochorismatase domain containing 2a [Source:MGI Symbol;Acc:MGI:3609243]	-0.00220562263416466	4.8782539224199	0.000129181751573171	0.990931586902901	0.997376793227243
ENSMUSG00000037725	8	Ckap2	cytoskeleton associated protein 2 [Source:MGI Symbol;Acc:MGI:1931797]	0.00262869265849665	5.42179253289077	0.000122152786117269	0.991181739821064	0.997376793227243
ENSMUSG00000017264	4	Exosc10	exosome component 10 [Source:MGI Symbol;Acc:MGI:1355322]	0.00131761569690412	5.98457489078122	0.000121932482620046	0.991189694986459	0.997376793227243
ENSMUSG00000048174	1	Tmem81	transmembrane protein 81 [Source:MGI Symbol;Acc:MGI:1921876]	0.00386122675236187	2.11857035472631	0.000121140044913037	0.991218369525399	0.997376793227243
ENSMUSG00000039515	2	Ppp2r4	protein phosphatase 2A activator, regulatory subunit B [Source:MGI Symbol;Acc:MGI:1346006]	0.0013408920174877	7.65329857924832	0.000119510095119679	0.991277646031028	0.997376793227243
ENSMUSG00000024456	18	Diaph1	diaphanous related formin 1 [Source:MGI Symbol;Acc:MGI:1194490]	0.00162231123822584	4.95160013249735	0.000116874229274755	0.991374366883439	0.997376793227243
ENSMUSG00000053004	6	Hrh1	histamine receptor H1 [Source:MGI Symbol;Acc:MGI:107619]	-0.0058711970504123	1.11953115145164	0.000116665922321957	0.991382056819655	0.997376793227243
ENSMUSG00000040774	3	Cept1	choline/ethanolaminephosphotransferase 1 [Source:MGI Symbol;Acc:MGI:2139793]	-0.00166532409721691	5.61080893832043	0.00011448497284583	0.991462985529141	0.997376793227243
ENSMUSG00000039477	5	Tnrc18	trinucleotide repeat containing 18 [Source:MGI Symbol;Acc:MGI:3648294]	-0.00213224365494164	6.03034061813963	0.000112627863337877	0.991532507281197	0.997376793227243
ENSMUSG00000051705	9	Senp8	SUMO/sentrin specific peptidase 8 [Source:MGI Symbol;Acc:MGI:1918849]	0.00243520174127817	3.52200801647509	0.000112041925152795	0.991554560932473	0.997376793227243
ENSMUSG00000018572	11	Phf23	PHD finger protein 23 [Source:MGI Symbol;Acc:MGI:1925496]	0.00123425135198436	5.91885235993498	0.000106350279097223	0.991771859846108	0.997523937795953
ENSMUSG00000010067	9	Rassf1	Ras association (RalGDS/AF-6) domain family member 1 [Source:MGI Symbol;Acc:MGI:1928386]	-0.00221785935332121	4.6115938084531	0.000101872557271676	0.991946933379802	0.997598648079805
